application_id,candidate_id,job_id,recruiter_id,applied_date,stage,closed_date
APP000408,CAND00249,JOB0018,R001,12/16/2024,Hired,2025-01-25
APP000409,CAND00250,JOB0007,R002,2024-12-28,Screening,
APP000410,CAND00250,JOB0022,R003,04/11/2024,Offer,
APP000411,CAND00251,JOB0005,R003,,Screening,
APP000412,CAND00251,JOB0026,R001,05-Feb-2024,Offer,
APP000413,CAND00251,JOB0038,R005,22-Oct-2024,Screening,
APP000414,CAND00252,JOB0023,R003,27/06/2024,Offer,
APP000415,CAND00253,JOB0035,R004,2024-07-17,Screening,
APP000416,CAND00253,JOB0036,R005,10-Dec-2024,Rejected,2025-01-22
APP000417,CAND00253,JOB0030,R005,06-Apr-2024,Rejected,05/13/2024
APP000418,CAND00254,JOB0004,R004,2024-12-16,Screening,
APP000419,CAND00254,JOB0020,R001,15/09/2024,Interview,
APP000420,CAND00254,JOB0018,R003,19/01/2025,Offer,
APP000421,CAND00255,JOB0008,R002,06-Mar-2024,Screening,
APP000422,CAND00256,JOB0036,R001,2025-01-11,Interview,
APP000423,CAND00256,JOB0002,R005,2024-05-02,Rejected,05/22/2024
APP000424,CAND00257,JOB0002,R003,06/04/2024,Rejected,04/14/2024
APP000425,CAND00257,JOB0027,R001,2024-10-16,Offer,
APP000426,CAND00258,JOB0016,R005,06/26/2024,Offer,
APP000427,CAND00259,JOB0034,R001,2024-10-30,Interview,
APP000428,CAND00259,JOB0021,R004,26-Jun-2025,Rejected,08/15/2025
APP000429,CAND00260,JOB0010,R003,27/03/2024,Screening,
APP000430,CAND00261,JOB0004,R001,2024-12-12,Interview,
APP000431,CAND00261,JOB0016,R003,17/07/2024,Rejected,2024-07-29
APP000432,CAND00262,JOB0039,R001,23/11/2024,Rejected,2025-01-07
APP000433,CAND00262,JOB0036,R003,01/05/2025,Screening,
APP000434,CAND00262,JOB0035,R001,07/07/2024,Rejected,08/03/2024
APP000435,CAND00263,JOB0020,R002,2024-08-02,Rejected,2024-09-22
APP000436,CAND00264,JOB0021,R001,2025-08-05,Interview,
APP000437,CAND00264,JOB0032,R003,09-Jun-2024,Hired,04-Aug-2024
APP000438,CAND00265,JOB0017,R004,17/11/2024,Applied,
APP000439,CAND00266,JOB0021,R001,12/07/2025,Hired,01/09/2025
APP000440,CAND00266,JOB0009,R003,2025-04-09,Interview,
APP000441,CAND00266,JOB0011,R002,03-Nov-2024,Interview,
APP000442,CAND00267,JOB0029,R003,2025-02-27,Rejected,2025-03-10
APP000443,CAND00268,JOB0013,R002,2024-08-15,Interview,
APP000444,CAND00269,JOB0015,R005,07/01/2025,Rejected,02/14/2025
APP000445,CAND00269,JOB0013,R001,07/09/2024,Hired,2024-09-20
APP000446,CAND00270,JOB0024,R001,06-Dec-2024,Rejected,12/16/2024
APP000447,CAND00271,JOB0032,R002,2024-04-25,Screening,
APP000448,CAND00271,JOB0018,R002,19/01/2025,Hired,2025-02-15
APP000449,CAND00272,JOB0013,R002,,Screening,
APP000450,CAND00273,JOB0040,R005,10/07/2024,Rejected,
APP000451,CAND00274,JOB0021,R002,11-Aug-2025,Interview,
APP000452,CAND00275,JOB0039,R005,2024-12-21,Applied,
APP000453,CAND00275,JOB0016,R005,11-Aug-2024,Rejected,
APP000454,CAND00275,JOB0033,R004,30/07/2025,Interview,
APP000455,CAND00276,JOB0003,R002,11/04/2024,Screening,
APP000456,CAND00276,JOB0030,R005,19/03/2024,Applied,
APP000457,CAND00277,JOB0003,R003,13-Feb-2024,Interview,
APP000458,CAND00278,JOB0017,R005,2024-12-01,Rejected,2024-12-20
APP000459,CAND00279,JOB0010,R004,2024-05-24,Rejected,2024-07-08
APP000460,CAND00279,JOB0003,R004,28/03/2024,Screening,
APP000461,CAND00280,JOB0003,R005,24/03/2024,Interview,
APP000462,CAND00280,JOB0010,R002,29-Mar-2024,Interview,
APP000463,CAND00281,JOB0033,R005,2025-06-15,Offer,
APP000464,CAND00282,JOB0034,R001,2024-12-10,Screening,
APP000465,CAND00283,JOB0022,R001,2024-03-24,Screening,
APP000466,CAND00284,JOB0021,R004,03-Jun-2025,Applied,
APP000467,CAND00285,JOB0018,R003,02/28/2025,Offer,
APP000468,CAND00285,JOB0029,R005,2025-02-07,Rejected,28-Mar-2025
APP000469,CAND00286,JOB0021,R005,2025-05-22,Hired,2025-06-29
APP000470,CAND00287,JOB0006,R004,29-Sep-2024,Rejected,12-Oct-2024
APP000471,CAND00287,JOB0010,R004,29-Mar-2024,Screening,
APP000472,CAND00288,JOB0039,R001,05-Dec-2024,Interview,
APP000473,CAND00288,JOB0032,R003,06/06/2024,Rejected,09-Jul-2024
APP000474,CAND00288,JOB0024,R004,2025-02-01,Screening,
APP000475,CAND00289,JOB0015,R004,28/03/2025,Hired,2025-04-09
APP000476,CAND00289,JOB0030,R004,2024-04-27,Applied,
APP000477,CAND00290,JOB0020,R003,22/08/2024,Interview,
APP000478,CAND00290,JOB0003,R004,02/04/2024,Screening,
APP000479,CAND00290,JOB0037,R005,2024-04-24,Interview,
APP000480,CAND00291,JOB0030,R004,,Rejected,20-May-2024
APP000481,CAND00292,JOB0038,R005,06-Nov-2024,Hired,12/07/2024
APP000482,CAND00293,JOB0014,R005,2024-10-02,Applied,
APP000483,CAND00294,JOB0035,R001,,Applied,
APP000484,CAND00294,JOB0030,R005,30-May-2024,Interview,
APP000485,CAND00295,JOB0024,R004,11-Feb-2025,Offer,
APP000486,CAND00295,JOB0009,R001,10/04/2025,Screening,
APP000487,CAND00296,JOB0014,R002,09/11/2024,Offer,
APP000488,CAND00297,JOB0013,R004,2024-08-16,Screening,
APP000489,CAND00297,JOB0008,R004,03/08/2024,Rejected,27-Apr-2024
APP000490,CAND00298,JOB0016,R004,2024-07-07,screening,
APP000491,CAND00298,JOB0028,R005,21/06/2025,Rejected,2025-08-10
APP000492,CAND00299,JOB0026,R005,03/10/2024,Interview,
APP000493,CAND00299,JOB0032,R001,09/05/2024,Hired,2024-06-14
APP000494,CAND00300,JOB0027,R005,10/30/2024,Screening,
APP000495,CAND00300,JOB0028,R002,01/05/2025,Screening,
APP000496,CAND00300,JOB0033,R003,06/09/2025,Offer,
APP000497,CAND00301,JOB0030,R004,03/19/2024,Rejected,07/05/2024
APP000498,CAND00301,JOB0024,R002,14/01/2025,Rejected,12-Mar-2025
APP000499,CAND00301,JOB0031,R002,20/04/2025,Screening,
APP000500,CAND00302,JOB0032,R005,,screening,
APP000501,CAND00302,JOB0017,R002,29-Oct-2024,Offer,
APP000502,CAND00303,JOB0005,R005,2024-11-23,Interview,
APP000503,CAND00304,JOB0017,R001,27-Oct-2024,Rejected,18-Dec-2024
APP000504,CAND00304,JOB0033,R001,07/28/2025,Offer,
APP000505,CAND00305,JOB0008,R001,29-Feb-2024,Rejected,2024-04-11
APP000506,CAND00305,JOB0008,R003,13-Mar-2024,Rejected,26/03/2024
APP000507,CAND00306,JOB0010,R002,2024-06-04,Interview,
APP000508,CAND00307,JOB0001,R003,2024-02-26,Rejected,2024-03-30
APP000509,CAND00307,JOB0027,R002,2024-10-16,Offer,
APP000510,CAND00308,JOB0015,R004,22-Jan-2025,Rejected,20/02/2025
APP000511,CAND00308,JOB0024,R001,18-Nov-2024,Interview,
APP000512,CAND00309,JOB0006,R002,09/11/2024,Screening,
APP000513,CAND00310,JOB0010,R005,05/26/2024,Applied,
APP000514,CAND00311,JOB0036,R003,,Hired,17/01/2025
APP000515,CAND00311,JOB0010,R002,11-Jun-2024,Interview,
APP000516,CAND00311,JOB0040,R003,05-Aug-2024,Interview,
APP000517,CAND00312,JOB0013,R005,2024-09-12,Applied,
APP000518,CAND00312,JOB0009,R002,2025-06-14,Withdrawn,05/07/2025
APP000519,CAND00313,JOB0011,R005,05/10/2024,Applied,
APP000520,CAND00313,JOB0020,R001,14-Sep-2024,Withdrawn,24/09/2024
APP000521,CAND00313,JOB0008,R004,2024-02-22,Hired,03/03/2024
APP000522,CAND00314,JOB0038,R005,20-Nov-2024,Hired,2025-01-02
APP000523,CAND00315,JOB0037,R004,17/06/2024,Screening,
APP000524,CAND00315,JOB0021,R003,20/07/2025,Offer,
APP000525,CAND00315,JOB0028,R001,20/06/2025,Applied,
APP000526,CAND00316,JOB0029,R005,06/01/2025,Interview,
APP000527,CAND00317,JOB0017,R004,11/27/2024,Interview,
APP000528,CAND00317,JOB0032,R005,2024-06-02,Rejected,2024-06-14
APP000529,CAND00318,JOB0033,R002,18/07/2025,Screening,
APP000530,CAND00318,JOB0011,R001,13/12/2024,Interview,
APP000531,CAND00318,JOB0008,R001,03/04/2024,Offer,
APP000532,CAND00319,JOB0024,R001,23-Dec-2024,Screening,
APP000533,CAND00320,JOB0027,R003,2024-09-06,Rejected,28/09/2024
APP000534,CAND00320,JOB0008,R001,26/04/2024,Interview,
APP000535,CAND00321,JOB0029,R005,2025-02-09,Rejected,14/03/2025
APP000536,CAND00321,JOB0029,R003,2025-03-23,Interview,
APP000537,CAND00322,JOB0027,R004,2024-10-19,Screening,
APP000538,CAND00322,JOB0029,R002,01-Feb-2025,Offer,
APP000539,CAND00323,JOB0020,R005,2024-10-01,Offer,
APP000540,CAND00323,JOB0035,R005,2024-08-19,Hired,27-Sep-2024
APP000541,CAND00323,JOB0008,R001,2024-05-10,Rejected,24-May-2024
APP000542,CAND00324,JOB0029,R003,07/01/2025,Rejected,17-Feb-2025
APP000543,CAND00324,JOB0002,R004,,Interview,
APP000544,CAND00325,JOB0017,R001,25/09/2024,Screening,
APP000545,CAND00325,JOB0012,R003,09/23/2024,Hired,2024-10-05
APP000546,CAND00326,JOB0012,R004,2024-08-25,Hired,16-Sep-2024
APP000547,CAND00327,JOB0025,R002,25-Sep-2024,Applied,
APP000548,CAND00328,JOB0033,R001,2025-07-15,Interview,
APP000549,CAND00328,JOB0036,R001,08/01/2025,Applied,
APP000550,CAND00329,JOB0018,R001,2025-02-22,Withdrawn,09-Apr-2025
APP000551,CAND00330,JOB0037,R005,2024-05-14,Interview,
APP000552,CAND00331,JOB0035,R004,06/28/2024,Rejected,
APP000553,CAND00332,JOB0040,R002,,Offer,
APP000554,CAND00332,JOB0031,R004,05/08/2025,Offer,
APP000555,CAND00333,JOB0038,R002,13-Nov-2024,Screening,
APP000556,CAND00334,JOB0006,R002,16-Nov-2024,Hired,11-Jan-2025
APP000557,CAND00335,JOB0040,R003,17/07/2024,Withdrawn,09-Aug-2024
APP000558,CAND00336,JOB0016,R002,04/09/2024,Withdrawn,
APP000559,CAND00337,JOB0009,R004,,rejected,2025-08-10
APP000560,CAND00337,JOB0036,R004,14/02/2025,Hired,06/04/2025
APP000561,CAND00337,JOB0005,R004,18/12/2024,Applied,
APP000562,CAND00338,JOB0039,R001,2025-01-03,Interview,
APP000563,CAND00338,JOB0013,R001,30-Sep-2024,Applied,
APP000564,CAND00339,JOB0023,R005,12/07/2024,Applied,
APP000565,CAND00339,JOB0015,R001,2025-02-03,Withdrawn,01-Mar-2025
APP000566,CAND00339,JOB0014,R004,2024-09-09,Screening,
APP000567,CAND00340,JOB0032,R005,01/05/2024,Offer,
APP000568,CAND00340,JOB0012,R001,2024-08-30,Offer,
APP000569,CAND00341,JOB0034,R001,11/02/2024,Screening,
APP000570,CAND00342,JOB0040,R004,,Offer,
APP000571,CAND00342,JOB0004,R004,2024-11-21,Interview,
APP000572,CAND00343,JOB0032,R001,26-May-2024,Interview,
APP000573,CAND00343,JOB0018,R003,,Interview,
APP000574,CAND00344,JOB0037,R004,03/26/2024,Withdrawn,2024-04-12
APP000575,CAND00345,JOB0020,R001,,Offer,
APP000576,CAND00346,JOB0038,R003,2024-11-28,Rejected,01/23/2025
APP000577,CAND00347,JOB0022,R005,26/05/2024,Rejected,02/06/2024
APP000578,CAND00348,JOB0008,R004,2024-02-26,Withdrawn,2024-03-02
APP000579,CAND00348,JOB0009,R001,2025-04-16,Rejected,2025-05-17
APP000580,CAND00349,JOB0004,R004,21/12/2024,Applied,
APP000581,CAND00349,JOB0027,R005,,Rejected,21-Nov-2024
APP000582,CAND00349,JOB0040,R001,01/08/2024,Screening,
APP000583,CAND00350,JOB0007,R001,09/11/2024,Applied,
APP000584,CAND00351,JOB0009,R003,29/06/2025,Interview,
APP000585,CAND00351,JOB0029,R001,2025-01-20,Screening,
APP000586,CAND00352,JOB0033,R005,03-Aug-2025,Hired,2025-08-25
APP000587,CAND00352,JOB0020,R003,10/07/2024,Interview,
APP000588,CAND00353,JOB0010,R005,21-Mar-2024,Screening,
APP000589,CAND00353,JOB0013,R002,30-Aug-2024,Offer,
APP000590,CAND00353,JOB0031,R005,01/07/2025,Hired,02/08/2025
APP000591,CAND00354,JOB0040,R002,2024-06-21,Interview,
APP000592,CAND00355,JOB0032,R002,08/05/2024,Rejected,2024-06-20
APP000593,CAND00356,JOB0022,R002,08-May-2024,screening,
APP000594,CAND00356,JOB0001,R005,2024-02-04,Interview,
APP000595,CAND00357,JOB0038,R001,2024-10-25,Applied,
APP000596,CAND00358,JOB0017,R005,2024-10-06,Interview,
APP000597,CAND00359,JOB0017,R002,2024-09-26,Applied,
APP000598,CAND00360,JOB0022,R002,2024-04-16,Screening,
APP000599,CAND00361,JOB0034,R001,2024-12-16,Rejected,2025-02-13
APP000600,CAND00362,JOB0013,R003,2024-10-12,Interview,
APP000601,CAND00363,JOB0016,R002,17-Jun-2024,Hired,2024-07-27
APP000602,CAND00363,JOB0016,R003,18-Jun-2024,Offer,
APP000603,CAND00363,JOB0038,R001,10-Nov-2024,Screening,
APP000604,CAND00364,JOB0005,R005,2024-11-01,Interview,
APP000605,CAND00364,JOB0012,R004,02-Oct-2024,Hired,2024-11-07
APP000606,CAND00365,JOB0038,R002,01-Dec-2024,Applied,
APP000607,CAND00365,JOB0016,R004,01-Aug-2024,Screening,
APP000608,CAND00366,JOB0017,R001,2024-11-23,Applied,
APP000609,CAND00367,JOB0038,R005,2024-09-14,Interview,
APP000610,CAND00368,JOB0027,R003,2024-10-17,Rejected,2024-11-09
APP000611,CAND00368,JOB0005,R005,25/11/2024,Rejected,16-Dec-2024
APP000612,CAND00369,JOB0007,R001,11/11/2024,Applied,
APP000613,CAND00370,JOB0022,R003,2024-04-22,Screening,
APP000614,CAND00370,JOB0009,R003,2025-06-17,Rejected,06/20/2025
APP000615,CAND00370,JOB0026,R004,22/03/2024,Hired,03/25/2024
APP000616,CAND00371,JOB0015,R004,2025-02-03,Hired,19/02/2025
APP000617,CAND00371,JOB0030,R001,2024-05-01,Interview,
APP000618,CAND00372,JOB0027,R005,,Interview,
APP000619,CAND00372,JOB0009,R004,18-May-2025,Rejected,2025-05-21
APP000620,CAND00372,JOB0027,R005,2024-10-24,Hired,21/11/2024
APP000621,CAND00373,JOB0009,R005,28/04/2025,Withdrawn,22/05/2025
APP000622,CAND00374,JOB0025,R005,2024-10-06,Rejected,2024-10-13
APP000623,CAND00374,JOB0029,R002,2025-03-19,Rejected,
APP000624,CAND00375,JOB0039,R002,2025-01-20,Applied,
APP000625,CAND00375,JOB0019,R005,2025-06-22,Screening,
APP000626,CAND00375,JOB0034,R004,2024-09-29,Screening,
APP000627,CAND00376,JOB0035,R001,2024-07-30,Interview,
APP000628,CAND00377,JOB0009,R004,2025-05-05,Screening,
APP000629,CAND00378,JOB0038,R004,2024-10-04,interview,
APP000630,CAND00379,JOB0029,R002,05/01/2025,Rejected,15-Feb-2025
APP000631,CAND00380,JOB0030,R001,2024-05-15,Applied,
APP000632,CAND00380,JOB0030,R003,2024-04-16,Hired,03-Jun-2024
APP000633,CAND00381,JOB0016,R004,04/07/2024,Rejected,2024-08-22
APP000634,CAND00381,JOB0037,R001,2024-04-04,Interview,
APP000635,CAND00382,JOB0035,R001,14/07/2024,Offer,
APP000636,CAND00383,JOB0032,R001,06/01/2024,Withdrawn,2024-07-09
APP000637,CAND00384,JOB0027,R002,27/10/2024,Screening,
APP000638,CAND00385,JOB0030,R004,20-Apr-2024,Interview,
APP000639,CAND00386,JOB0017,R003,28/09/2024,Hired,09/10/2024
APP000640,CAND00387,JOB0036,R004,2025-02-09,Screening,
APP000641,CAND00388,JOB0011,R002,2024-10-05,Offer,
APP000642,CAND00389,JOB0011,R001,12/10/2024,Offer,
APP000643,CAND00389,JOB0023,R001,10-Jul-2024,Screening,
APP000644,CAND00390,JOB0004,R001,2024-12-31,Rejected,2025-02-13
APP000645,CAND00390,JOB0001,R002,02/01/2024,Hired,2024-03-24
APP000646,CAND00391,JOB0002,R001,2024-05-22,Applied,
APP000647,CAND00392,JOB0005,R002,08-Nov-2024,Withdrawn,17/11/2024
APP000648,CAND00392,JOB0021,R002,25/06/2025,Offer,
APP000649,CAND00392,JOB0026,R002,2024-03-02,Screening,
APP000650,CAND00393,JOB0026,R004,2024-03-31,Screening,
APP000651,CAND00394,JOB0018,R001,2025-03-07,Offer,
APP000652,CAND00394,JOB0020,R001,06-Oct-2024,Interview,
APP000653,CAND00394,JOB0037,R001,13/04/2024,Screening,
APP000654,CAND00395,JOB0025,R002,2024-12-05,Rejected,26-Jan-2025
APP000655,CAND00395,JOB0021,R003,,Interview,
APP000656,CAND00395,JOB0029,R002,14/02/2025,Interview,
APP000657,CAND00396,JOB0015,R001,2025-01-07,Offer,
APP000658,CAND00397,JOB0040,R003,24/05/2024,Applied,
APP000659,CAND00398,JOB0014,R005,11/30/2024,Applied,
APP000660,CAND00398,JOB0022,R001,07/04/2024,Screening,
APP000661,CAND00399,JOB0019,R003,2025-05-30,Screening,
APP000662,CAND00399,JOB0004,R002,04/01/2025,Withdrawn,2025-02-27
APP000663,CAND00399,JOB0029,R004,2025-03-18,Applied,
APP000664,CAND00400,JOB0010,R002,09/04/2024,Screening,
APP000665,CAND00400,JOB0014,R004,09-Oct-2024,Interview,
APP000666,CAND00400,JOB0013,R005,2024-09-05,Interview,
APP000667,CAND00401,JOB0013,R001,09/08/2024,Rejected,2024-10-11
APP000668,CAND00401,JOB0031,R005,30-May-2025,Interview,
APP000669,CAND00402,JOB0002,R001,17-May-2024,Interview,
APP000670,CAND00402,JOB0039,R002,2025-01-26,Screening,
APP000671,CAND00403,JOB0019,R004,2025-07-14,Offer,
APP000672,CAND00403,JOB0031,R002,,Screening,
APP000673,CAND00404,JOB0024,R004,01/16/2025,Interview,
APP000674,CAND00404,JOB0024,R005,2025-01-03,Interview,
APP000675,CAND00404,JOB0008,R002,05-Apr-2024,Rejected,18-Apr-2024
APP000676,CAND00405,JOB0023,R003,22/08/2024,Hired,10/04/2024
APP000677,CAND00405,JOB0016,R003,13/07/2024,Interview,
APP000678,CAND00405,JOB0010,R002,2024-04-16,Offer,
APP000679,CAND00406,JOB0011,R001,04/10/2024,Screening,
APP000680,CAND00406,JOB0026,R001,07/04/2024,Offer,
APP000681,CAND00406,JOB0028,R003,20/05/2025,Rejected,08-Jun-2025
APP000682,CAND00407,JOB0020,R001,2024-09-12,Hired,31-Oct-2024
APP000683,CAND00407,JOB0010,R004,17/04/2024,hired,2024-06-06
APP000684,CAND00408,JOB0001,R004,07/02/2024,Applied,
APP000685,CAND00408,JOB0028,R002,20-May-2025,Screening,
APP000686,CAND00409,JOB0033,R002,2025-05-26,Interview,
APP000687,CAND00410,JOB0013,R004,07/09/2024,Withdrawn,2024-11-04
APP000688,CAND00411,JOB0011,R004,2024-10-13,Screening,
APP000689,CAND00411,JOB0002,R004,12/06/2024,Screening,
APP000690,CAND00411,JOB0004,R005,14-Nov-2024,Hired,2024-11-17
APP000691,CAND00412,JOB0025,R003,11/26/2024,Interview,
APP000692,CAND00413,JOB0039,R003,01/12/2025,Interview,
APP000693,CAND00414,JOB0026,R003,25-Feb-2024,Offer,
APP000694,CAND00415,JOB0030,R002,,Interview,
APP000695,CAND00416,JOB0018,R003,13/03/2025,Hired,31-Mar-2025
APP000696,CAND00416,JOB0033,R001,07/03/2025,Offer,
APP000697,CAND00417,JOB0002,R001,06/19/2024,Interview,
APP000698,CAND00418,JOB0029,R004,26-Jan-2025,Offer,
APP000699,CAND00418,JOB0023,R001,11-Aug-2024,Rejected,2024-09-13
APP000700,CAND00418,JOB0010,R005,,Rejected,2024-07-11
APP000701,CAND00419,JOB0036,R004,01/15/2025,Screening,
APP000702,CAND00419,JOB0035,R002,07-Jul-2024,Screening,
APP000703,CAND00419,JOB0006,R001,2024-10-10,Interview,
APP000704,CAND00420,JOB0018,R004,01/11/2025,Hired,25/02/2025
APP000705,CAND00420,JOB0035,R003,27-Aug-2024,Hired,04-Sep-2024
APP000706,CAND00421,JOB0005,R004,01/01/2025,Interview,
APP000707,CAND00421,JOB0028,R001,2025-05-28,Screening,
APP000708,CAND00422,JOB0038,R005,2024-10-03,Hired,10/13/2024
APP000709,CAND00423,JOB0001,R005,2024-03-05,Applied,
APP000710,CAND00423,JOB0028,R002,08/06/2025,Hired,2025-08-01
APP000711,CAND00424,JOB0001,R002,03-Apr-2024,Rejected,2024-04-26
APP000712,CAND00424,JOB0030,R002,21-Mar-2024,Offer,
APP000713,CAND00425,JOB0003,R005,04/13/2024,Interview,
APP000714,CAND00425,JOB0037,R002,23/05/2024,Offer,
APP000715,CAND00425,JOB0025,R002,17-Sep-2024,Withdrawn,11-Oct-2024
APP000716,CAND00426,JOB0004,R004,2024-11-02,Rejected,12/21/2024
APP000717,CAND00427,JOB0002,R004,08/06/2024,Interview,
APP000718,CAND00428,JOB0026,R003,2024-01-17,Interview,
APP000719,CAND00428,JOB0036,R003,06-Jan-2025,Screening,
APP000720,CAND00429,JOB0020,R005,2024-09-18,Offer,
APP000721,CAND00430,JOB0010,R002,09-Apr-2024,screening,
APP000722,CAND00431,JOB0037,R002,2024-04-05,Offer,
APP000723,CAND00431,JOB0011,R004,2024-10-10,Screening,
APP000724,CAND00431,JOB0033,R004,08/03/2025,Interview,
APP000725,CAND00432,JOB0016,R004,16/06/2024,Screening,
APP000726,CAND00432,JOB0012,R001,13-Nov-2024,Hired,04/01/2025
APP000727,CAND00433,JOB0029,R001,2025-02-13,Applied,
APP000728,CAND00434,JOB0033,R005,06/09/2025,Applied,
APP000729,CAND00434,JOB0007,R004,01/10/2025,Screening,
APP000730,CAND00434,JOB0020,R003,2024-10-03,Screening,
APP000731,CAND00435,JOB0012,R004,12/10/2024,Rejected,16-Oct-2024
APP000732,CAND00435,JOB0032,R005,18/04/2024,Interview,
APP000733,CAND00436,JOB0008,R001,2024-03-13,Withdrawn,2024-05-12
APP000734,CAND00436,JOB0036,R001,2025-01-13,Rejected,2025-01-23
APP000735,CAND00436,JOB0036,R001,12/19/2024,Rejected,2024-12-24
APP000736,CAND00437,JOB0011,R001,2024-11-26,Withdrawn,01/10/2025
APP000737,CAND00437,JOB0019,R002,19/08/2025,Interview,
APP000738,CAND00438,JOB0023,R002,03/09/2024,Interview,
APP000739,CAND00438,JOB0003,R002,2024-02-27,Applied,
APP000740,CAND00439,JOB0039,R003,2025-01-28,Screening,
APP000741,CAND00440,JOB0005,R004,20/12/2024,Screening,
APP000742,CAND00440,JOB0030,R004,03/13/2024,Rejected,2024-04-28
APP000743,CAND00441,JOB0018,R003,05/03/2025,Hired,20/03/2025
APP000744,CAND00441,JOB0011,R004,2024-11-25,Rejected,2024-12-18
APP000745,CAND00441,JOB0018,R005,29/12/2024,Interview,
APP000746,CAND00442,JOB0024,R002,2024-12-27,Rejected,01/08/2025
APP000747,CAND00443,JOB0025,R002,23/09/2024,Rejected,03/10/2024
APP000748,CAND00444,JOB0007,R005,02-Jan-2025,Interview,
APP000749,CAND00444,JOB0039,R003,12/01/2024,Rejected,2024-12-14
APP000750,CAND00445,JOB0035,R004,16/08/2024,Offer,
APP000751,CAND00445,JOB0001,R002,22/04/2024,Interview,
APP000752,CAND00445,JOB0037,R003,26-Apr-2024,Applied,
APP000753,CAND00446,JOB0027,R004,11/29/2024,Interview,
APP000754,CAND00446,JOB0033,R004,17/06/2025,Screening,
APP000755,CAND00447,JOB0020,R004,11-Oct-2024,Rejected,02/11/2024
APP000756,CAND00448,JOB0016,R001,2024-06-23,Screening,
APP000757,CAND00449,JOB0001,R002,20/03/2024,Offer,
APP000758,CAND00449,JOB0035,R001,04/09/2024,Screening,
APP000759,CAND00450,JOB0001,R003,2024-03-20,Hired,05/09/2024
APP000760,CAND00450,JOB0034,R005,24/12/2024,Offer,
APP000761,CAND00450,JOB0034,R003,26-Oct-2024,Screening,
APP000762,CAND00451,JOB0028,R003,07/01/2025,Interview,
APP000763,CAND00452,JOB0016,R001,2024-08-20,Rejected,2024-10-16
APP000764,CAND00452,JOB0001,R002,04/15/2024,Offer,
APP000765,CAND00452,JOB0033,R005,16-May-2025,Rejected,
APP000766,CAND00453,JOB0022,R001,2024-04-28,Interview,
APP000767,CAND00453,JOB0026,R004,22/02/2024,Applied,
APP000768,CAND00454,JOB0010,R004,,Screening,
APP000769,CAND00454,JOB0017,R003,2024-10-12,Interview,
APP000770,CAND00455,JOB0035,R004,11/07/2024,Screening,
APP000771,CAND00456,JOB0023,R002,2024-08-12,Applied,
APP000772,CAND00457,JOB0026,R001,2024-03-01,Hired,30/04/2024
APP000773,CAND00458,JOB0018,R005,29/12/2024,Interview,
APP000774,CAND00458,JOB0009,R004,20/05/2025,Hired,11-Jul-2025
APP000775,CAND00458,JOB0025,R001,26-Sep-2024,Screening,
APP000776,CAND00459,JOB0033,R001,13/05/2025,Hired,05/31/2025
APP000777,CAND00460,JOB0001,R003,21/03/2024,Interview,
APP000778,CAND00460,JOB0016,R005,2024-08-30,Screening,
APP000779,CAND00460,JOB0008,R004,2024-03-20,Withdrawn,07-Apr-2024
APP000780,CAND00461,JOB0033,R005,29/07/2025,Screening,
APP000781,CAND00461,JOB0008,R003,03/03/2024,Interview,
APP000782,CAND00461,JOB0028,R001,01-May-2025,Offer,
APP000783,CAND00462,JOB0020,R002,2024-10-19,Offer,
APP000784,CAND00462,JOB0004,R001,2024-12-15,Interview,
APP000785,CAND00463,JOB0023,R001,2024-08-10,screening,
APP000786,CAND00464,JOB0021,R003,06/11/2025,Screening,
APP000787,CAND00464,JOB0012,R003,2024-09-23,Rejected,
APP000788,CAND00464,JOB0036,R003,03-Dec-2024,Interview,
APP000789,CAND00465,JOB0024,R002,15/12/2024,Offer,
APP000790,CAND00465,JOB0007,R005,2024-11-12,Offer,
APP000791,CAND00466,JOB0013,R001,08/29/2024,Hired,2024-09-07
APP000792,CAND00466,JOB0031,R002,,Interview,
APP000793,CAND00466,JOB0036,R005,12/19/2024,Rejected,08/02/2025
APP000794,CAND00467,JOB0008,R004,11/04/2024,Applied,
APP000795,CAND00467,JOB0002,R002,2024-04-20,Offer,
APP000796,CAND00467,JOB0004,R004,07/01/2025,Screening,
APP000797,CAND00468,JOB0005,R005,2024-11-01,Interview,
APP000798,CAND00468,JOB0026,R002,,Screening,
APP000799,CAND00469,JOB0001,R005,2024-03-31,Interview,
APP000800,CAND00469,JOB0019,R001,2025-08-25,Screening,
APP000801,CAND00470,JOB0019,R003,06/01/2025,Offer,
APP000802,CAND00471,JOB0016,R001,08/07/2024,Interview,
APP000803,CAND00472,JOB0021,R005,2025-05-25,Rejected,23-Jul-2025
APP000804,CAND00473,JOB0021,R001,22-May-2025,Offer,
APP000805,CAND00474,JOB0012,R005,2024-09-23,Withdrawn,2024-10-30
APP000806,CAND00475,JOB0017,R005,2024-12-03,Offer,
APP000807,CAND00475,JOB0021,R004,2025-06-18,Screening,
APP000808,CAND00475,JOB0028,R004,2025-06-15,Screening,
APP000809,CAND00476,JOB0012,R002,15/09/2024,Offer,
APP000810,CAND00477,JOB0012,R001,2024-10-11,Hired,26/10/2024
APP000811,CAND00478,JOB0026,R001,20/01/2024,Hired,
APP000812,CAND00478,JOB0001,R002,17-Apr-2024,Rejected,04/28/2024
APP000813,CAND00478,JOB0039,R001,20/11/2024,Rejected,23-Nov-2024
